Nazev;Autor;Spoluautori;DruhPublikace;Deponovano;SystemoveCislo;EvidencniCisloFEL;EvidencniCisloOddeleni;CarovyKod;PocetStran;Vydani;RokVydani;Vydavatel;ZemeVydani;ISBNorISSN;CisloCasopisu;RocnikCasopisu;Konference;Cena;KlicovaSlova;Poznamka;Vlozeno;ZapujcenoKomu;ZapujcenoOd;ZapujcenoDo;FormType;IntStatus;Extra3;Extra4;Extra5;StsCheck;StsUK;
Výuková Aplikace s Rozšířenou Realitou ve Vnitřním Prostředí;Velemínksý, Adam;;Bach.Th.;Katedra;;;BT-2018-0039;;28;1;2018;ČVUT Praha - FEL;ČR;;;;;;;vč. CD;16.11.2018;VOLNÁ;;;;;;;;;;
Údržba Map pro Dlouhodobou Navigaci Mobilních Robotů;Halodová, Lucie;;Bach.Th.;Katedra;;;BT-2018-0040;;61;1;2018;ČVUT Praha - FEL;ČR;;;;;;;vč. CD;16.11.2018;VOLNÁ;;;;;;;;;;
Online Foot Strike Detection of a Hexapod Walking Robot Using Inertial Measurements;Kubík, Jiří;;Bach.Th.;Katedra;;;BT-2018-0041;;40;1;2018;ČVUT Praha - FEL;ČR;;;;;;;vč. CD;16.11.2018;VOLNÁ;;;;;;;;;;
Area Coverage for Aerial Vehicles in the Presence of Obstacles;Marek, Jakub;;Bach.Th.;Katedra;;;BT-2018-0042;;47;1;2018;ČVUT Praha - FEL;ČR;;;;;;;vč. CD;16.11.2018;VOLNÁ;;;;;;;;;;
Planární Akustická Manipulace s Kulovými Objekty na Pevném Povrchu;Kollarčik, Adam;;Bach.Th.;Katedra;;;BT-2018-0043;;37;1;2018;ČVUT Praha - FEL;ČR;;;;;;;vč. CD;16.11.2018;VOLNÁ;;;;;;;;;;
Map Import for Mobile Robot from CAD Drawing;Pánek, Vijtěch;;Bach.Th.;Katedra;;;BT-2018-0044;;41;1;2018;ČVUT Praha - FEL;ČR;;;;;;;vč. CD;16.11.2018;VOLNÁ;;;;;;;;;;
Planning for a Team of Cooperating Mobile Robots;Rybecký, Tomáš;;Bach.Th.;Katedra;;;BT-2018-0045;;31;1;2018;ČVUT Praha - FEL;ČR;;;;;;;vč. CD;16.11.2018;VOLNÁ;;;;;;;;;;
Bezkontaktní Měřič Proudu s Fluxgate Senzory;Bareš, Vladimír;;Bach.Th.;Katedra;;;BT-2018-0046;;34;1;2018;ČVUT Praha - FEL;ČR;;;;;;;vč. CD;16.11.2018;VOLNÁ;;;;;;;;;;
Efficiency Improvement of Domain-Independent Planning by Integration of Solves for Euclidean Sub-Problem;Bergmann, Petr;;Bach.Th.;Katedra;;;BT-2018-0047;;52;1;2018;ČVUT Praha - FEL;ČR;;;;;;;vč. CD;16.11.2018;VOLNÁ;;;;;;;;;;
Novel Domain and Problems for Privacy-Preserving Multi-Agent Planning;Shmatova, Victoria;;Bach.Th.;Katedra;;;BT-2018-0048;;52;1;2018;ČVUT Praha - FEL;ČR;;;;;;;vč. CD;16.11.2018;VOLNÁ;;;;;;;;;;
Semantic Biclustering Optimalization;Kubelka, Petr;;Bach.Th.;Katedra;;;BT-2018-0049;;55;1;2018;ČVUT Praha - FEL;ČR;;;;;;;vč. CD;16.11.2018;VOLNÁ;;;;;;;;;;
Multi-Agentní Plánovač a Mobilní Služba pro Ad-hoc Přepravu Balíků;Trmal, Jakub;;Bach.Th.;Katedra;;;BT-2018-0050;;33;1;2018;ČVUT Praha - FEL;ČR;;;;;;;vč. CD;16.11.2018;VOLNÁ;;;;;;;;;;
Task Allocation in a Team of Heterogeneous Unmanned Aerial Vehicles;Souček, Marek;;Bach.Th.;Katedra;;;BT-2018-0051;;36;1;2018;ČVUT Praha - FEL;ČR;;;;;;;vč. CD;16.11.2018;VOLNÁ;;;;;;;;;;
Simulation of Remote UAS Pilot Station;Hoftych, Dominik;;Bach.Th.;Katedra;;;BT-2018-0052;;45;1;2018;ČVUT Praha - FEL;ČR;;;;;;;vč. CD;16.11.2018;VOLNÁ;;;;;;;;;;
Entity Linking and Disambiquation Using a Dialogue;Duy, Ta Van;;Bach.Th.;Katedra;;;BT-2018-0053;;43;1;2018;ČVUT Praha - FEL;ČR;;;;;;;vč. CD;16.11.2018;VOLNÁ;;;;;;;;;;
Možnost Snadné Navigace v Rozlehlých Budovách;Jabali, Michel;;Bach.Th.;Katedra;;;BT-2018-0054;;19;1;2018;ČVUT Praha - FEL;ČR;;;;;;;vč. CD Neobhájeno;16.11.2018;VOLNÁ;;;;;;;;;;
Konvoj na Bázi Kamery;Nováček, Vojtěch;;Bach.Th.;Katedra;;;BT-2018-0055;;32;1;2018;ČVUT Praha - FEL;ČR;;;;;;;vč. CD;16.11.2018;VOLNÁ;;;;;;;;;;
Systém pro tvorbu dynamických dotazníků;Horný, Kamil;;Bach.Th.;Katedra;;;BT-2019-0001;;41;1;2019;ČVUT Praha - FEL;ČR;;;;;;;vč. CD;05.08.2019;VOLNÁ;;;;;;;;;;
Moderní řázení pohonu pomocí Simantic PLC;Machová, Karolína;;Bach.Th.;Katedra;;;BT-2019-0002;;31;1;2019;ČVUT Praha - FEL;ČR;;;;;;;vč. CD;05.08.2019;VOLNÁ;;;;;;;;;;
Využití robota LEGO Mindstorms - Návrh soutěžních úloh pro ROBOSOUTĚŽ;Stěhule, Dušan;;Bach.Th.;Katedra;;;BT-2019-0003;;33;1;2019;ČVUT Praha - FEL;ČR;;;;;;;vč. CD;05.08.2019;VOLNÁ;;;;;;;;;;
Analýza Spánkových EOG Signálů;Ulitina, Svetlana;;Bach.Th.;Katedra;;;BT-2019-0004;;42;1;2019;ČVUT Praha - FEL;ČR;;;;;;;vč. CD;05.08.2019;VOLNÁ;;;;;;;;;;
Modelování Vlivu Demografie na Politické Preference;Švec, Kamil;;Bach.Th.;Katedra;;;BT-2019-0005;;39;1;2019;ČVUT Praha - FEL;ČR;;;;;;;vč. CD;05.08.2019;VOLNÁ;;;;;;;;;;
Web Application for Text to Voice Form Trasformation;Polovnikov, Maksym;;Bach.Th.;Katedra;;;BT-2019-0006;;37;1;2018;ČVUT Praha - FEL;ČR;;;;;;Neobhájeno;vč. CD;05.08.2019;VOLNÁ;;;;;;;;;;
Monte Carlo Algorithms for PLaying an Imperfect-Information Chess Variant;Foret, Vojtěch;;Bach.Th.;Katedra;;;BT-2019-0007;;21;1;2019;ČVUT Praha - FEL;ČR;;;;;;;vč. CD;05.08.2019;VOLNÁ;;;;;;;;;;
Uživatelské Rozhraní Grafové Databáze;Kurbanov, Sergej;;Bach.Th.;Katedra;;;BT-2019-0008;;40;1;2018;ČVUT Praha - FEL;ČR;;;;;;;vč. CD;05.08.2019;VOLNÁ;;;;;;;;;;
Finite Automata Drawing Platform;Hořovský, Tomáš;;Bach.Th.;Katedra;;;BT-2019-0009;;56;1;2019;ČVUT Praha - FEL;ČR;;;;;;;vč. CD;05.08.2019;VOLNÁ;;;;;;;;;;
IoT Technologie pro Automatizaci Domácnosti;Kestřánek, Tomáš;;Bach.Th.;Katedra;;;BT-2019-0010;;51;1;2019;ČVUT Praha - FEL;ČR;;;;;;;vč. CD;05.08.2019;VOLNÁ;;;;;;;;;;
SLAM Localization Using Camera;Majer, Lukáš;;Bach.Th.;Katedra;;;BT-2019-0011;;59;1;2019;ČVUT Praha - FEL;ČR;;;;;;;vč. CD;05.08.2019;VOLNÁ;;;;;;;;;;
Clustering of RNA-seg Reads by Gene Expressions Levels;Mertanová, Hana;;Bach.Th.;Katedra;;;BT-2019-0012;;56;1;2019;ČVUT Praha - FEL;ČR;;;;;;;vč. CD;05.08.2019;VOLNÁ;;;;;;;;;;
Strategy Generation for Partially Observable Stachastic Games;Vaknin, Erik;;Bach.Th.;Katedra;;;BT-2019-0013;;39;1;2019;ČVUT Praha - FEL;ČR;;;;;;;vč. CD;05.08.2019;VOLNÁ;;;;;;;;;;
Approximation of Bound Functions in Algorithms for Solving Stachastic Games;Šafář, Jaroslav;;Bach.Th.;Katedra;;;BT-2019-0014;;56;1;2019;ČVUT Praha - FEL;ČR;;;;;;;vč. CD;05.08.2019;VOLNÁ;;;;;;;;;;
Graph Treory and Quantum Structures;Vorářek, Václav;;Bach.Th.;Katedra;;;BT-2019-0015;;40;1;2019;ČVUT Praha - FEL;ČR;;;;;;;vč. CD;05.08.2019;VOLNÁ;;;;;;;;;;
Heuristics for Periodic Scheduling;Brejchová, Kateřina;;Bach.Th.;Katedra;;;BT-2019-0016;;54;1;2019;ČVUT Praha - FEL;ČR;;;;;;;vč. CD;05.08.2019;VOLNÁ;;;;;;;;;;
Estimating the Parking Capacity in Cities Using Aerial Images;Dzivjak, Matouš;;Bach.Th.;Katedra;;;BT-2019-0017;;47;1;2019;ČVUT Praha - FEL;ČR;;;;;;;vč. CD;05.08.2019;VOLNÁ;;;;;;;;;;
Visual Navigation using Deep Reinforcement Learning;Kulhánek, Jináš;;Bach.Th.;Katedra;;;BT-2019-0018;;61;1;2019;ČVUT Praha - FEL;ČR;;;;;;;vč. CD;05.08.2019;VOLNÁ;;;;;;;;;;
Two-Body Structure fromMotion;Hrubý, Petr;;Bach.Th.;Katedra;;;BT-2019-0019;;79;1;2019;ČVUT Praha - FEL;ČR;;;;;;;vč. CD;05.08.2019;VOLNÁ;;;;;;;;;;
USAC++ Improved Universal Framework for Random Sample Consensus;Ivashechkin, Maksym;;Bach.Th.;Katedra;;;BT-2019-0020;;44;1;2019;ČVUT Praha - FEL;ČR;;;;;;;vč. CD;05.08.2019;VOLNÁ;;;;;;;;;;
Využití Stromových Operací při Návrhu Pravidel v Adaptivních Struktutách;Matija, Michal;;Bach.Th.;Katedra;;;BT-2019-0021;;56;1;2019;ČVUT Praha - FEL;ČR;;;;;;;vč. CD;05.08.2019;VOLNÁ;;;;;;;;;;
Road Graph Simplification for Minimum Cost Flow Problem;Lebedeva, Daria;;Bach.Th.;Katedra;;;BT-2019-0022;;43;1;2019;ČVUT Praha - FEL;ČR;;;;;;;vč. CD;05.08.2019;VOLNÁ;;;;;;;;;;
Conditional Adversarial Networks for Colorization and Stylization of Hand-Draw Sketches;Dědková, Barbora;;Bach.Th.;Katedra;;;BT-2019-0023;;39;1;2019;ČVUT Praha - FEL;ČR;;;;;;;vč. CD;05.08.2019;VOLNÁ;;;;;;;;;;
Transfer Learning for Textual Topic Classification;Janata, Pavel;;Bach.Th.;Katedra;;;BT-2019-0024;;37;1;2019;ČVUT Praha - FEL;ČR;;;;;;;vč. CD;05.08.2019;VOLNÁ;;;;;;;;;;
Rozpoznávání Gest Člověka pro Ovládání Robotu;Jabali, Michel;;Bach.Th.;Katedra;;;BT-2019-0025;;23;1;2019;ČVUT Praha - FEL;ČR;;;;;;;vč. CD;05.08.2019;VOLNÁ;;;;;;;;;;
Rozplňování Radiofarmak Robotem;Fanta, Lukáš;;Bach.Th.;Katedra;;;BT-2019-0026;;67;1;2019;ČVUT Praha - FEL;ČR;;;;;;;vč. CD;05.08.2019;VOLNÁ;;;;;;;;;;
Predicting Blizzard Score in StarCraft II;Valouch, David;;Bach.Th.;Katedra;;;BT-2019-0027;;38;1;2019;ČVUT Praha - FEL;ČR;;;;;;;vč. CD;05.08.2019;VOLNÁ;;;;;;;;;;
Efficient Pattern Detection for Visual Guided Landing of Unmanned Aircraft;Jahn, Martin;;Bach.Th.;Katedra;;;BT-2019-0028;;31;1;2019;ČVUT Praha - FEL;ČR;;;;;;Neobhájeno;vč. CD;05.08.2019;VOLNÁ;;;;;;;;;;
Activity Analysis from Smart Bed Strain Gauge Data;Nguyen, Diem Huong;;Bach.Th.;Katedra;;;BT-2019-0029;;42;1;2019;ČVUT Praha - FEL;ČR;;;;;;;vč. CD;05.08.2019;VOLNÁ;;;;;;;;;;
Web Application for Text to Voice from Trasformation;Polovnikov, Maksym;;Bach.Th.;Katedra;;;BT-2019-0030;;37;1;2019;ČVUT Praha - FEL;ČR;;;;;;;vč. CD;05.08.2019;VOLNÁ;;;;;;;;;;
Systém pro Tvorbu Rozvrhu a Rezervací Prostor;Mádle, Jan;;Bach.Th.;Katedra;;;BT-2019-0031;;55;1;2019;ČVUT Praha - FEL;ČR;;;;;;;vč. CD;05.08.2019;VOLNÁ;;;;;;;;;;
VHDL Teaching Module for TRDB D5M Camera;Čižmár, Martin;;Bach.Th.;Katedra;;;BT-2019-0032;;24;1;2019;ČVUT Praha - FEL;ČR;;;;;;;vč. CD;20.09.2019;VOLNÁ;;;;;;;;;;
Active Learning for Prediction of Continous Variables;Niederle, Matěj;;Bach.Th.;Katedra;;;BT-2019-0033;;23;1;2019;ČVUT Praha - FEL;ČR;;;;;;Neobhájeno;vč. CD;20.09.2019;VOLNÁ;;;;;;;;;;
Scalable Offline Ridesharing Algorithm;Kholkovskaia, Olga;;Bach.Th.;Katedra;;;BT-2020-0001;;36;1;2020;ČVUT Praha - FEL;ČR;;;;;;;vč. CD;03.06.2020;VOLNÁ;;;;;;;;;;
